Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country, BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (Use),Unit Revenue,Revenue [USD],Title,Author,publisher_imprint,Sale Date
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154328,,,,,17.95,,,,The Frailty of Things,"Schultz, Tamsen",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.88,USD,United States,,,9781620154335,,,,,13.95,,,,Twisted Reflections,"West, Shay",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154342,,,,,21.95,,,,Last Impressions,"Aalto, A.J.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154359,,,,,13.95,,,,Eyes of the Enemy,"Hess, Kelly",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154366,,,,,15.95,,,,Arielle Immortal Journey,"Roberts, Lilian",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3.71,USD,United States,,,9781620154373,,,,,16.95,,,,The Gatekeeper's Forbidden Secret,"Brown, Penelope A.",Booktrope Editions,
LSI,9/1/15,9/30/15,-15,-130.95,USD,United States,,,9781620154380,,,,,14.95,,,,Between Heartbreak and Happiness,"Miller, Sarka-Jonae",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3.43,USD,United States,,,9781620154397,,,,,20.95,,,,Return to Sender,"Halleck, Mindy S.",Booktrope Editions,
LSI,9/1/15,9/30/15,2,6.1,USD,United States,,,9781620154403,,,,,14.95,,,,Winter Hopes,"Gracen, Jennifer",Booktrope Editions,
LSI,9/1/15,9/30/15,2,6.36,USD,United States,,,9781620154410,,,,,14.95,,,,My Fluorescent God,"Guppy, Joe",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154427,,,,,12.95,,,,Blues and Beyond & Sentences,"Persun, Terry",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154434,,,,,13.95,,,,OFFSIDE : A Mystery,"Barrett, William P.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154441,,,,,14.95,,,,Arielle Immortal Quickening,"Roberts, Lilian",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154458,,,,,14.95,,,,Heart of a Rocky,"Jordan, Kelsey",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154564,,,,,15.95,,,,Spirit Warriors: The Scarring,"Connor, D.E.L.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154571,,,,,12.95,,,,"Jacob, King of Portalia","Clubb, Casey",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154588,,,,,18.95,,,,"Please, Pretty Lights","Zajac, Ina",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154595,,,,,13.95,,,,Grace in Community: Real Life Grace from the Book of 1 John,"McNeely, Jim III",Vox Dei,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154601,,,,,16.95,,,,Blue Midnight,"Thompson, Tess",Booktrope Editions,
LSI,9/1/15,9/30/15,7,-34.67,USD,United States,,,9781620154618,,,,,16.95,,,,The Paragraph Ranch,"Ellington, Kay",Booktrope Editions,
LSI,9/1/15,9/30/15,3,8.31,USD,United States,,,9781620154625,,,,,15.95,,,,The Music Book,"O'Leary, Dave",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154632,,,,,14.95,,,,When Fully Fused,"Ryan, Shari J.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154649,,,,,13.95,,,,Dangled Carat,"Grossman, Hilary",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154762,,,,,11.95,,,,The Heart of Leadership,"Wood, John Thomas",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154793,,,,,13.95,,,,If I Say No,"Jellum, Brandy",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154809,,,,,15.95,,,,Vacation,"Miller, Jc",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3.29,USD,United States,,,9781620154830,,,,,12.95,,,,Paper Souls,"Burke, Allie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,Germany,,,9781620154830,,,,,12.95,,,,Paper Souls,"Burke, Allie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154847,,,,,13.95,,,,The Position,"Salvatore, Dahlia",Booktrope Entice,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620154854,,,,,15.95,,,,My Fair Lily,"Platt, Meara",Booktrope Editions,
LSI,9/1/15,9/30/15,8,28.8,USD,United States,,,9781620155004,,,,,16.99,,,,Waiting,"Dodge, Bonnie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,Germany,,,9781620155011,,,,,13.95,,,,The Heiress of Santorini,"Sefer, Angel",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155011,,,,,13.95,,,,The Heiress of Santorini,"Sefer, Angel",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155028,,,,,14.95,,,,Our Second Chance,"Taylor, C. D.",Booktrope Entice,
LSI,9/1/15,9/30/15,-2,-14.76,USD,United States,,,9781620155042,,,,,11.95,,,,The Fourth Lion,"Ayers, Jeff",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155059,,,,,16.95,,,,Ruby's Letters,"Van Well, Maggie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155080,,,,,18.95,,,,First of Spring,"Jordan, Kelsey",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155103,,,,,14.95,,,,Arielle Immortal Fury,"Roberts, Lilian",Booktrope Editions,
LSI,9/1/15,9/30/15,2,6.64,USD,United States,,,9781620155110,,,,,15.95,,,,Spring Shadows,"Gracen, Jennifer",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.97,USD,United States,,,9781620155127,,,,,14.95,,,,Saving Jason,"Hanagan, E.J.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155318,,,,,14.95,,,,Crazy Little Thing Called Matchmaking,"Van Well, Maggie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155332,,,,,16.95,,,,TAG,"Ryan, Shari J.",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3.06,USD,United States,,,9781620155356,,,,,15.95,,,,Desperate Reflections,"West, Shay",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.67,USD,United States,,,9781620155363,,,,,16.95,,,,All The Pretty Bones,"Thompson, Camela",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155370,,,,,12.95,,,,Fugitives,"Persun, Terry",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155387,,,,,14.95,,,,Tripped Up Love,"Farley, Julie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155462,,,,,10.95,,,,My Kaleidoscope,"Ryan, Shari J.",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3.82,USD,United States,,,9781620155479,,,,,23.95,,,,Parallel Extinction,"Stevens, T.R.",Booktrope Editions,
LSI,9/1/15,9/30/15,1,5.02,USD,United States,,,9781620155486,,,,,26.95,,,,Blue Moon Vegan,"Coomer, Paula Marie",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3.3,USD,United States,,,9781620155493,,,,,16.95,,,,Organ Reapers,"West, Shay",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155516,,,,,16.95,,,,Swimming Home,"Mancini, Ruth",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155523,,,,,17.95,,,,A Shadow in the Flames,"Munz, Michael G.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155530,,,,,14.95,,,,The New Ever After,"Farley, Julie",Booktrope Editions,
LSI,9/1/15,9/30/15,12,37.32,USD,United States,,,9781620155561,,,,,12.95,,,,Misadventures of Princess Sydney,"Minich, Chris",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155585,,,,,14.95,,,,The Soul Thief,"Verstraete, Majanka",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155592,,,,,16.95,,,,Perception,"Waddington, A.L.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155608,,,,,11.95,,,,Orenda,"Silver, Ruth",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155776,,,,,11.95,,,,Dead Girl Walking,"Silver, Ruth",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155790,,,,,14.5,,,,City of Illusions,"Works, Judith",Booktrope Editions,
LSI,9/1/15,9/30/15,-5,-39.15,USD,United States,,,9781620155806,,,,,12.95,,,,Is This What I Want?,"Mann, Patricia",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155813,,,,,13.95,,,,Waiting on Justin,"Delaney, Lucy H.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155837,,,,,22.95,,,,The Shadow Soul,"Williams, K.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155844,,,,,14.95,,,,Bloodletting,"Prystauk, William D.",Edge,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155851,,,,,11.95,,,,Veronika Layne Gets the Scoop,"Park Tracey, Julia",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155868,,,,,16.95,,,,Starting From Lost,"Wills, S.K.",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3.22,USD,United States,,,9781620155875,,,,,16.95,,,,How Do You Know?,"Schorr, Meredith",Booktrope Editions,
LSI,9/1/15,9/30/15,2,6.04,USD,United States,,,9781620155882,,,,,17.95,,,,"Last Stop, The Twilight Zone: The Biography of Rod Serling","Engel, Joel",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.99,USD,United States,,,9781620155899,,,,,13.95,,,,Ride of Your Life: a Coast-to-Coast Guide to Finding Inner Peace,"Zilca, Ran",Booktrope Editions,
LSI,9/1/15,9/30/15,18,56.34,USD,United States,,,9781620155905,,,,,15.95,,,,The Old Cape Teapot,"Eppich Struna, Barbara",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155912,,,,,12.95,,,,Vivid,"Murray, Andrea",Booktrope Editions,
LSI,9/1/15,9/30/15,12,33,USD,United States,,,9781620155929,,,,,13.95,,,,Undead Obsessed: Finding Meaning in Zombies,"Robinson, Jessica",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155936,,,,,10.95,,,,Hark-A Christmas Collection,"Bog, Justin",Booktrope Editions,
LSI,9/1/15,9/30/15,10,34.9,USD,United States,,,9781620155943,,,,,17.95,,,,The Passion Thief,"McCarthy Strauss, Anne",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155950,,,,,14.95,,,,Blood & Spirits,"Sharpe, Dennis",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620155967,,,,,13.95,,,,Another Tomorrow,"Farley, Julie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156193,,,,,16.95,,,,Mr. 8,"Thirteen, David J.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156209,,,,,15.95,,,,Left to Chance,"Taylor, C.D.",Booktrope Entice,
LSI,9/1/15,9/30/15,-13,-105.04,USD,United States,,,9781620156216,,,,,13.5,,,,Learning to Float,"Ament, Allan",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156223,,,,,13.95,,,,Out from Under,"Donithan, Melanie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,Germany,,,9781620156230,,,,,16.95,,,,Rainbow Curve,"Boylan, Michael",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156230,,,,,16.95,,,,Rainbow Curve,"Boylan, Michael",Booktrope Editions,
LSI,9/1/15,9/30/15,1,5.35,USD,United States,,,9781620156254,,,,,32.95,,,,The Paragraph Ranch,"Ellington, Kay",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156261,,,,,15.95,,,,Rules for the Perpetual Diet: A Novel,"Burns, K.S.R.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156278,,,,,60,,,,Rainbow Curve,"Boylan, Michael",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156285,,,,,26.95,,,,Augie Appleby's Trouble in Toyland,"Maxwell, Robin",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156407,,,,,15.95,,,,Arielle Immortal Struggle,"Roberts, Lilian",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156414,,,,,12.95,,,,A Thirty-Something Girl,"Gott, Lisa M.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156445,,,,,22.95,,,,Blue Honor,"Williams, K.",Booktrope Editions,
LSI,9/1/15,9/30/15,3,8.07,USD,United States,,,9781620156452,,,,,12.95,,,,Chasing Ravens,"Paige, Jessica E.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156469,,,,,13.95,,,,Seven Weeks to Forever,"Farwell, Jennifer",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156483,,,,,11.95,,,,A Walk in the Snark,"Thompson, Rachel",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156506,,,,,12.95,,,,Curse of the Seven 70s,"Anderson, Sharon E.",Booktrope Editions,
LSI,9/1/15,9/30/15,-12,-110.16,USD,United States,,,9781620156513,,,,,15.95,,,,Earth,"Allen, Caroline",Booktrope Editions,
LSI,9/1/15,9/30/15,2,4.86,USD,United States,,,9781620156537,,,,,11.95,,,,Travels with Penny: True Tales of a Gay Guy and His Mother,"Morrison, David Alan",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156681,,,,,16.95,,,,The To-Do List,"Miller, JC",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.77,USD,United States,,,9781620156704,,,,,15.95,,,,The Duke I'm Going to Marry,"Platt, Meara",Booktrope Editions,
LSI,9/1/15,9/30/15,2,6.6,USD,United States,,,9781620156728,,,,,16.95,,,,Summer Champagne,"Gracen, Jennifer",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156735,,,,,16.95,,,,Trigger,"Meengs, Jill",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156742,,,,,13.95,,,,Vicious,"Murray, Andrea",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156759,,,,,13.95,,,,Vengeance,"Murray, Andrea",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156766,,,,,11.95,,,,The Mancode: Exposed,"Thompson, Rachel",Booktrope Editions,
LSI,9/1/15,9/30/15,2,6.64,USD,United States,,,9781620156896,,,,,12.95,,,,Broken Places,"Thompson, Rachel",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.34,USD,United States,,,9781620156902,,,,,10.95,,,,Unblocked - Episode One,"Mann, Marni",Booktrope Entice,
LSI,9/1/15,9/30/15,5,17.2,USD,United States,,,9781620156919,,,,,18.95,,,,This Thing We Call Sex: A Radically Sensible Look at Sex in America,"Steinberg, David",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620156926,,,,,14.95,,,,Triumph! An Athlete's Guide to Winning On and Off the Field,"Kunz, Matt",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157107,,,,,14.95,,,,The Daring Assignment,"Bright, Victoria",Booktrope Entice,
LSI,9/1/15,9/30/15,12,39.6,USD,United States,,,9781620157114,,,,,19.95,,,,Soundings: Water Elemental,"Donoho, Janine",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157138,,,,,15.95,,,,Granted Wishes,"Vought, Tanya",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157145,,,,,13.95,,,,Three-Year-Olds Are A**holes,"Fader, Sarah",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157152,,,,,13.95,,,,Red Tide,"Ayres, E.C.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157183,,,,,19.95,,,,Duet for Three Hands,"Thompson, Tess",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157190,,,,,14.95,,,,Tongues of Angels,"Park Tracey, Julia",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157206,,,,,20.95,,,,A Memory in the Black,"Munz, Michael G.",Booktrope Editions,
LSI,9/1/15,9/30/15,5,8.3,USD,United States,,,9781620157213,,,,,10.99,,,,"The Adventures of Emery Jones, Boy Science Wonder: The Hard Problem","Johnson, Charles",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157220,,,,,9.95,,,,Eigengrau,"Pearson, Dawn",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157237,,,,,19.95,,,,Our Orbit,"Miller, Anesa",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.71,USD,United States,,,9781620157244,,,,,11.95,,,,By the River,"Carvel, Jae",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157275,,,,,13.95,,,,Swings,"Lewars, Corbin",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157299,,,,,16.95,,,,Forbidden,"Desir, M.L.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157305,,,,,12.95,,,,Dealing with Devils,"Sinclair, Pembroke",Booktrope Editions,
LSI,9/1/15,9/30/15,-2,-16.56,USD,United States,,,9781620157527,,,,,13.95,,,,Rachel's Folly,"Bruno, Monica",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,Germany,,,9781620157534,,,,,14.95,,,,Roses are Red... Violet is Dead,"Vincent, Monica-Marie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157534,,,,,14.95,,,,Roses are Red... Violet is Dead,"Vincent, Monica-Marie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157558,,,,,14.95,,,,Wednesday,"Sharpe, Dennis",Booktrope Editions,
LSI,9/1/15,9/30/15,2,7.48,USD,United States,,,9781620157565,,,,,19.95,,,,Golf Is No Ordinary Game,"Barton, G. Guilford",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157596,,,,,14.95,,,,Catching Tatum,"Delaney, Lucy H.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157602,,,,,13.95,,,,Fall of Knight,"Cross, Steven",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157619,,,,,11.95,,,,The Legend of the Light Keeper,"Hall, Kelly",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157633,,,,,15.95,,,,Rock Star's Girl,"Farwell, Jennifer",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157640,,,,,11.95,,,,Nowhere Train,"Burke, Allie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157657,,,,,13.95,,,,Collide,"Hannigan, J.C.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157664,,,,,13.95,,,,Consumed,"Hannigan, J.C.",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3.03,USD,United States,,,9781620157688,,,,,16.99,,,,The Daughters Lem,"Aamoth, Nila",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157695,,,,,11.95,,,,Unblocked - Episode Two,"Mann, Marni",Booktrope Entice,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157701,,,,,15.95,,,,Catching Bodel,"Jalbert, Nikole Carol",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157718,,,,,13.95,,,,Underwater Secrets,"Hanagan, E.J.",Booktrope Editions,
LSI,9/1/15,9/30/15,6,18.42,USD,United States,,,9781620157930,,,,,14.95,,,,The Garden of Unfortunate Souls,"Mark, Eddie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,Germany,,,9781620157954,,,,,13.95,,,,Never Forgotten Love,"Stryker, S.M.",Booktrope Entice,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157954,,,,,13.95,,,,Never Forgotten Love,"Stryker, S.M.",Booktrope Entice,
LSI,9/1/15,9/30/15,0,0,USD,Germany,,,9781620157961,,,,,14.95,,,,Stolen Innocence,"Stryker, SM",Booktrope Entice,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620157985,,,,,17.95,,,,Guessing at Normal,"Ward Olmsted, Gail",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158029,,,,,11.95,,,,The Author's Guide to Working with Book Bloggers,"Drozdowich, Barb",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158036,,,,,16.95,,,,Walking Home,"Williams, Arleen",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158050,,,,,12.95,,,,The Choice,"Kennedy, Allison J.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158111,,,,,16.95,,,,Stigma Fighters Anthology,"Fader, Sarah",Gravity,
LSI,9/1/15,9/30/15,2,4.74,USD,United States,,,9781620158357,,,,,11.95,,,,Before I Break,"Belle, Alec John",Booktrope Editions,
LSI,9/1/15,9/30/15,5,14.15,USD,United States,,,9781620158371,,,,,13.95,,,,The House on Sunset,"Fischer, Lindsay",Gravity,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158388,,,,,12.95,,,,Forget Me Knot,"Silver, Ruth",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158418,,,,,15.95,,,,The Reaper's Daughter,"Randall, KM",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158432,,,,,12.95,,,,Wishing Cross Station,"Grace, February",Booktrope Editions,
LSI,9/1/15,9/30/15,2,6.24,USD,United States,,,9781620158470,,,,,13.95,,,,The Adderall Empire: A Life With ADHD and the Millennials' Drug of Choice,"Smith, Andrew K.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158487,,,,,9.95,,,,Intentional Fitness: Working Out Your Salvation,"Graziano Scro, Mary",Vox Dei,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158517,,,,,24.95,,,,Triumph! An Athlete's Guide to Winning On and Off the Field,"Kunz, Matt",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.18,USD,United States,,,9781620158739,,,,,9.95,,,,Mothering Through Bipolar,"Moore, Rebecca",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158746,,,,,13.95,,,,Shades of Blue,"Tanaro Britt, Dana",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158852,,,,,12.95,,,,A Stunning Accusation,"Caplin, Sarahbeth",Gravity,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158876,,,,,17.95,,,,Gargoyle,"Persun, Terry",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.76,USD,United States,,,9781620158883,,,,,11.95,,,,Kindness Wins,"Breen, Galit",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620158890,,,,,15.95,,,,Sandcastle and Other Stories -- The Complete Edition,"Bog, Justin",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3.15,USD,United States,,,9781620158975,,,,,17.95,,,,Pretty Poison,"Barron, Lynne",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,Germany,,,9781620158999,,,,,13.95,,,,Hero Engine,"Nader, Alexander",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620159019,,,,,12.95,,,,Alien Love,"Schatt, Stan",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620159026,,,,,11.49,,,,No Rest for the Wicked,"Cobain, Dane",Forsaken,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620159354,,,,,12.95,,,,Awake,"Surani, Melanie",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.46,USD,United States,,,9781620159361,,,,,12.95,,,,Burnt Edges,"Leipold, Dana",Gravity,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620159378,,,,,16.95,,,,Gristle & Bone,"Ralston, Duncan",Forsaken,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620159392,,,,,15.95,,,,As One Door Closes,"Abdulaziz, Sahar",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620159408,,,,,13.95,,,,The Broken Road,"Huie, Melissa",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.73,USD,United States,,,9781620159415,,,,,16.95,,,,Rules for Reforming a Rake,"Platt, Meara",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.63,USD,United States,,,9781620159422,,,,,11.95,,,,Walk on the Wild Side; The Reinvention of Violet Monte,"Jay, Suzie",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3,USD,United States,,,9781620159453,,,,,15.95,,,,The Broken Half,"Abdulaziz, Sahar",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620159460,,,,,12.95,,,,Fearless in Euroclydon,"McDougall, Jacqueline",Vox Dei,
LSI,9/1/15,9/30/15,3,7.86,USD,United States,,,9781620159484,,,,,12.95,,,,To The Promised Land,"Boylan, Michael",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620159491,,,,,10.95,,,,Unblocked - Episode Three,"Mann, Marni",Booktrope Entice,
LSI,9/1/15,9/30/15,1,3.18,USD,United States,,,9781620159507,,,,,14.95,,,,I Was In Love With a Short Man Once And Other Tales From a Crazy Southern Irish Gal,"Dalferes, Kimberly J.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620159514,,,,,14.95,,,,"The Widow's Game, Another Horrific Adventure of Maddie Holliday Von Stark","Holliday Von Stark, Maddie",Forsaken,
LSI,9/1/15,9/30/15,1,4.86,USD,United States,,,9781620159538,,,,,19.95,,,,The Seduction of Mallory McKenzie,"Shuman, Cassius",Booktrope Entice,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620159545,,,,,16.95,,,,Downcast,"Reynolds, Cait",Booktrope Editions,
LSI,9/1/15,9/30/15,4,11.8,USD,United States,,,9781620159552,,,,,15.95,,,,Thompson Road,"Wyatt, Scott",Booktrope Editions,
