Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country, BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (Use),Unit Revenue,Revenue [USD],Title,Author,Imprint
LSI,7/1/15,7/31/15,1,1.5,USD,United States,,,9781620151327,,,,,39.95,,1.5,1.5,Redesigning Education: Shaping Learning Systems Around the Globe,"Innovation Unit for GELP,",Booktrope Editions
LSI,7/1/15,7/31/15,0,-5.47,USD,United States,,,9781620151334,,,,,12.95,,0,-5.47,A Sliver of Hope,"Nellenbach, Karla J.",Booktrope Editions
LSI,7/1/15,7/31/15,2,6.46,USD,United States,,,9781620151372,,,,,14.95,,3.23,6.46,"Blue Moon Vegetarian: Reflections, Recipes, and Advice for a Plant-Based Diet","Coomer, Paula Marie",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151419,,,,,16.95,,0,0,Seducer Fey,"Royson, Cullyn",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151426,,,,,16.95,,0,0,Riverbend,"Thompson, Tess",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151440,,,,,14.95,,0,0,Country Music's Jim Owen: An Amazing Life (an Unauthorized Autobiography),"Owen, Jim",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151457,,,,,54.95,,0,0,Redesigning Education: Shaping Learning Systems Around the Globe,"Innovation Unit for GELP,",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151464,,,,,16.95,,0,0,Riverstar (the River Valley Collection),"Thompson, Tess",Booktrope Editions
LSI,7/1/15,7/31/15,-2,-21.06,USD,United States,,,9781620151532,,,,,18.95,,10.53,-21.06,The Summer of Long Knives,"Snowden, Jim",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151563,,,,,20.95,,0,0,Dead of Knight,"Persun, Nicole J.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151587,,,,,14.95,,0,0,Just Friends with Benefits,"Schorr, Meredith",Booktrope Editions
LSI,7/1/15,7/31/15,-1,-6.93,USD,United States,,,9781620151600,,,,,10.95,,6.93,-6.93,Broken Pieces,"Thompson, Rachel",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151624,,,,,19.95,,0,0,Behind the Shades: Hope Beyond the Darkness,"Charles, Sheila Raye",Vox Dei
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151631,,,,,20.95,,0,0,Josie Jameson and the Fourth Tombstone,"Hotes, Jennifer L.",Booktrope Editions
LSI,7/1/15,7/31/15,44,106.92,USD,United States,,,9781620151679,,,,,15.95,,2.43,106.92,The Old Cape House,"Eppich Struna, Barbara",Booktrope Editions
LSI,7/1/15,7/31/15,3,10.98,USD,United States,,,9781620151693,,,,,16.95,,3.66,10.98,Seasons' End,"North, Will",Booktrope Editions
LSI,7/1/15,7/31/15,6,16.98,USD,United States,,,9781620151709,,,,,16.95,,2.83,16.98,"Water, Stone, Heart","North, Will",Booktrope Editions
LSI,7/1/15,7/31/15,6,19.02,USD,United States,,,9781620151716,,,,,16.95,,3.17,19.02,The Long Walk Home,"North, Will",Booktrope Editions
LSI,7/1/15,7/31/15,1,3.51,USD,United States,,,9781620151723,,,,,16.95,,3.51,3.51,Seductive Secrecy,"Mann, Marni",Booktrope Entice
LSI,7/1/15,7/31/15,0,0,USD,Germany,,,9781620151730,,,,,14.95,,0,0,The Dark Light of Day,"Frazier, T. M.",Booktrope Editions
LSI,7/1/15,7/31/15,3,7.44,USD,United States,,,9781620151730,,,,,14.95,,2.48,7.44,The Dark Light of Day,"Frazier, T. M.",Booktrope Editions
LSI,7/1/15,7/31/15,2,6.84,USD,United States,,,9781620151747,,,,,18.95,,3.42,6.84,A Medical Affair,"McCarthy Strauss, Anne",Booktrope Editions
LSI,7/1/15,7/31/15,1,3.14,USD,United States,,,9781620151754,,,,,12.95,,3.14,3.14,Living and Dying with Dogs,"Miller, Duke",Booktrope Editions
LSI,7/1/15,7/31/15,-1,-8.28,USD,United States,,,9781620151761,,,,,13.95,,8.28,-8.28,Of Stardust,"Grace, February",Booktrope Editions
LSI,7/1/15,7/31/15,1,3.54,USD,United States,,,9781620151778,,,,,20.95,,3.54,3.54,These Sorrows We See (A Windsor Series Novel),"Schultz, Tamsen",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151785,,,,,19.95,,0,0,The Secrets of Casanova,"Michaels, Greg",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151792,,,,,21.99,,0,0,The Werewolf of Lisbon,"Kidd, Chico",Booktrope Editions
LSI,7/1/15,7/31/15,-2,-16.56,USD,United States,,,9781620151808,,,,,13.95,,8.28,-16.56,Spirit Warriors: The Concealing,"Connor, D.E.L.",Booktrope Editions
LSI,7/1/15,7/31/15,5,10.85,USD,United States,,,9781620151815,,,,,9.99,,2.17,10.85,"The Adventures of Emery Jones, Boy Science Wonder: Bending Time","Johnson, Charles",Booktrope Editions
LSI,7/1/15,7/31/15,2,-114.84,USD,United States,,,9781620151822,,,,,17.95,,-57.42,-114.84,Between Boyfriends,"Miller, SÃƒÂ¡rka-Jonae",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151839,,,,,13.95,,0,0,A Chorus of Wolves,"Kimmell, Alex",Booktrope Editions
LSI,7/1/15,7/31/15,1,2.05,USD,United States,,,9781620151853,,,,,9.95,,2.05,2.05,Instructions For The Wishing Light,"Staley, Ann",Booktrope Editions
LSI,7/1/15,7/31/15,1,2.13,USD,United States,,,9781620151860,,,,,12.95,,2.13,2.13,Zips Goes Wandering,"Marsh, Chris",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151884,,,,,34.95,,0,0,The Girls: Sappho Goes to Hollywood,"McLellan, Diana",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151891,,,,,15.95,,0,0,Revontuli,"Eddy, Andrew",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151914,,,,,16.95,,0,0,Running Secrets,"Williams, Arleen",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151921,,,,,14.95,,0,0,Swimming Upstream,"Mancini, Ruth",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151938,,,,,17.95,,0,0,Dead on her Feet: A Tango Mystery,"Fernow, Lisa",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151945,,,,,6.99,,0,0,"Be Strong, Be Smart: A Father Talks to His Daughter About Sex","Wood, John Thomas",Booktrope Editions
LSI,7/1/15,7/31/15,-4,-31.32,USD,United States,,,9781620151952,,,,,12.95,,7.83,-31.32,One Day in Lubbock,"Wright, Daniel Lance",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620151976,,,,,15.95,,0,0,Who Killed 'Tom Jones'?,"Martin, Gale",Booktrope Editions
LSI,7/1/15,7/31/15,-3,-151.29,USD,United States,,,9781620151990,,,,,16.95,,50.43,-151.29,Between the Sheets,"Miller, SÃƒÂ¡rka-Jonae",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152003,,,,,17.95,,0,0,Resigned Fate (Book Three of The Portals of Destiny),"West, Shay",Libertary Co.
LSI,7/1/15,7/31/15,1,3.08,USD,United States,,,9781620152010,,,,,15.95,,3.08,3.08,Schasm,"Ryan, Shari J.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152027,,,,,24.95,,0,0,Project Northwoods,"Bruce, Jonathan Charles",Booktrope Editions
LSI,7/1/15,7/31/15,-1,-9.63,USD,United States,,,9781620152034,,,,,16.95,,9.63,-9.63,Double Blind,"Pitts, Tiffany",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152041,,,,,16.95,,0,0,Undersea,"Morrison, Geoffrey",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152058,,,,,14.95,,0,0,Essence,"Waddington, A.L.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152065,,,,,16.95,,0,0,Arielle Immortal Awakening,"Roberts, Lilian",Booktrope Editions
LSI,7/1/15,7/31/15,1,2.16,USD,United States,,,9781620152072,,,,,13.95,,2.16,2.16,The Unintentional Time Traveler,"Maroon, Everett",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152089,,,,,16.95,,0,0,The Heart of Feeling,"Wood, John Thomas",Booktrope Editions
LSI,7/1/15,7/31/15,1,2.99,USD,United States,,,9781620152096,,,,,16.95,,2.99,2.99,Tea and Primroses,"Thompson, Tess",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152102,,,,,15.95,,0,0,Arielle Immortal Seduction,"Roberts, Lilian",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152119,,,,,9.99,,0,0,Boston O'Neill,"Owen, Jim",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152126,,,,,19.95,,0,0,Exodus 2022,"Bennett, Ken",Booktrope Editions
LSI,7/1/15,7/31/15,10,33,USD,United States,,,9781620152133,,,,,16.95,,3.3,33,Harm None,"North, Will",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152140,,,,,12.95,,0,0,Magnus Opum,"Gould, Jonathan",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152157,,,,,11.95,,0,0,Spellbound in His Arms,"Sefer, Angel",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152164,,,,,12.95,,0,0,The Button Legacy: Emily's Inheritance,"Marcinkowski, Ginger",Vox Dei
LSI,7/1/15,7/31/15,-2,-17.46,USD,United States,,,9781620152171,,,,,14.95,,8.73,-17.46,The Duel for Consuelo,"Long, Claudia",Libertary Co.
LSI,7/1/15,7/31/15,1,3.4,USD,United States,,,9781620152188,,,,,19.95,,3.4,3.4,What Echoes Render,"Schultz, Tamsen",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152195,,,,,15.95,,0,0,Pulled Beneath,"Mann, Marni",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152218,,,,,32.95,,0,0,GODSPEED,"Grace, February",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152263,,,,,31.95,,0,0,HOME FIELD: WRITERS REMEMBER BASEBALL,"Marshall, John Douglas",Libertary Co.
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152287,,,,,30.95,,0,0,DIZZY IN KARACHI: A JOURNEY TO PAKISTAN,"Masood, Maliha",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152300,,,,,32.95,,0,0,COUNTRY MUSIC'S JIM OWEN: AN AMAZING LIFE,"Owen, Jim",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152348,,,,,33.95,,0,0,SCARS FROM A MEMOIR,"Mann, Marni",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620152362,,,,,29.95,,0,0,LET THE DOGS SPEAK,"McKiernan, Marianne",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153314,,,,,34.95,,0,0,STRATEGIC SALES PRESENTATIONS,"Malcolm, Jack",Booktrope Editions
LSI,7/1/15,7/31/15,1,4.06,USD,United States,,,9781620153321,,,,,29.95,,4.06,4.06,THE ROMANCE OF GRACE,"McNeely, Jim III",Vox Dei
LSI,7/1/15,7/31/15,1,2.74,USD,United States,,,9781620153376,,,,,22.95,,2.74,2.74,The Golden Theme: How to Make Your Writing Appeal to the Highest Common Denominator,"McDonald, Brian",Libertary Co.
LSI,7/1/15,7/31/15,0,0,USD,Germany,,,9781620153376,,,,,22.95,,0,0,The Golden Theme: How to Make Your Writing Appeal to the Highest Common Denominator,"McDonald, Brian",Libertary Co.
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153383,,,,,23.95,,0,0,Ink Spots,"McDonald, Brian",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153390,,,,,28.95,,0,0,Invisible Ink: A Practical Guide to Building Stories that Resonate,"McDonald, Brian",Libertary Co.
LSI,7/1/15,7/31/15,0,0,USD,Germany,,,9781620153390,,,,,28.95,,0,0,Invisible Ink: A Practical Guide to Building Stories that Resonate,"McDonald, Brian",Libertary Co.
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153406,,,,,33.95,,0,0,MEMOIRS ARENT FAIRYTALES,"Mann, Marni",Booktrope Editions
LSI,7/1/15,7/31/15,0,-6.25,USD,United States,,,9781620153420,,,,,16.95,,0,-6.25,Seductive Shadows,"Mann, Marni",Booktrope Entice
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153437,,,,,9.99,,0,0,Letters to Mommy,"Owen, Jim",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153444,,,,,13.95,,0,0,"Losing Him, Gaining You: Divorce as Opportunity","Lewars, Corbin",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153451,,,,,15.95,,0,0,Willful Avoidance,"Twissel, JT",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153482,,,,,11.95,,0,0,The Heart of Power,"Wood, John Thomas",Booktrope Editions
LSI,7/1/15,7/31/15,-11,-105.93,USD,United States,,,9781620153499,,,,,16.95,,9.63,-105.93,Biking Uphill,"Williams, Arleen",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153505,,,,,16.95,,0,0,Dancing on the Edge,"Bakke, Kit",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153529,,,,,16.95,,0,0,Unfinished Business,"Ridder Aspenson, Carolyn",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153536,,,,,16.95,,0,0,Unbreakable Bonds,"Ridder Aspenson, Carolyn",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153550,,,,,13.95,,0,0,Six Strings,"Williamson, Jen Sanya",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153574,,,,,11.95,,0,0,The Heart of Relationships,"Wood, John Thomas",Booktrope Editions
LSI,7/1/15,7/31/15,-7,-57.96,USD,United States,,,9781620153581,,,,,13.95,,8.28,-57.96,Is This All There Is?,"Mann, Patricia",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153598,,,,,16.95,,0,0,Autumn Getaway,"Gracen, Jennifer",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153642,,,,,10.95,,0,0,The Stories We Don't Tell,"Thayer, Melissa",Booktrope Editions
LSI,7/1/15,7/31/15,1,3.62,USD,United States,,,9781620153659,,,,,21.95,,3.62,3.62,Fractured Dream,"Randall, K.M.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153666,,,,,13.95,,0,0,Rivercreek Crossing,"LeMay, C.L.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153956,,,,,16.95,,0,0,Fissure Free,"Ryan, Shari J.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153963,,,,,12.95,,0,0,Waiting for You,"Huffman, Heather",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620153987,,,,,18.95,,0,0,Dating Bradford - A Memoir,"Noble, Bradford",Booktrope Editions
LSI,7/1/15,7/31/15,21,67.62,USD,United States,,,9781620154007,,,,,16.95,,3.22,67.62,A Decent Woman,"Parker Sapia, Eleanor",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154014,,,,,12.95,,0,0,Along the Wheel of Time: Sacred Stories for Nature Lovers,"Laxer, Judith",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154021,,,,,13.95,,0,0,How to Un-Marry a Millionaire,"Morton, Billie",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154045,,,,,13.95,,0,0,Dangerous Reflections,"West, Shay",Booktrope Editions
LSI,7/1/15,7/31/15,3,8.19,USD,United States,,,9781620154267,,,,,20.95,,2.73,8.19,Zeus Is Dead: A Monstrously Inconvenient Adventure,"Munz, Michael G.",Libertary Co.
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154274,,,,,20.95,,0,0,Billy Purgatory: I Am the Devil Bird,"Freeman, Jesse James",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154281,,,,,15.95,,0,0,Arielle Immortal Passion,"Roberts, Lilian",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154311,,,,,18.95,,0,0,The Lycan Hunter,"Jordan, Kelsey",Booktrope Editions
LSI,7/1/15,7/31/15,1,3.31,USD,United States,,,9781620154328,,,,,17.95,,3.31,3.31,The Frailty of Things,"Schultz, Tamsen",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154335,,,,,13.95,,0,0,Twisted Reflections,"West, Shay",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154342,,,,,21.95,,0,0,Last Impressions,"Aalto, A.J.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154359,,,,,13.95,,0,0,Eyes of the Enemy,"Hess, Kelly",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154366,,,,,15.95,,0,0,Arielle Immortal Journey,"Roberts, Lilian",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154373,,,,,16.95,,0,0,The Gatekeeper's Forbidden Secret,"Brown, Penelope A.",Booktrope Editions
LSI,7/1/15,7/31/15,-11,-96.03,USD,United States,,,9781620154380,,,,,14.95,,8.73,-96.03,Between Heartbreak and Happiness,"Miller, SÃƒÂ¡rka-Jonae",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154397,,,,,20.95,,0,0,Return to Sender,"Halleck, Mindy S.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154403,,,,,14.95,,0,0,Winter Hopes,"Gracen, Jennifer",Booktrope Editions
LSI,7/1/15,7/31/15,2,-26.94,USD,United States,,,9781620154410,,,,,14.95,,-13.47,-26.94,My Fluorescent God,"Guppy, Joe",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154427,,,,,12.95,,0,0,Blues and Beyond & Sentences,"Persun, Terry",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154434,,,,,13.95,,0,0,OFFSIDE : A Mystery,"Barrett, William P.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154441,,,,,14.95,,0,0,Arielle Immortal Quickening,"Roberts, Lilian",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154458,,,,,14.95,,0,0,Heart of a Rocky,"Jordan, Kelsey",Booktrope Editions
LSI,7/1/15,7/31/15,-2,-18.36,USD,United States,,,9781620154564,,,,,15.95,,9.18,-18.36,Spirit Warriors: The Scarring,"Connor, D.E.L.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154571,,,,,12.95,,0,0,"Jacob, King of Portalia","Clubb, Casey",Booktrope Editions
LSI,7/1/15,7/31/15,-9,-122.69,USD,United States,,,9781620154588,,,,,18.95,,13.63222222,-122.69,"Please, Pretty Lights","Zajac, Ina",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154595,,,,,13.95,,0,0,Grace in Community: Real Life Grace from the Book of 1 John,"McNeely, Jim III",Vox Dei
LSI,7/1/15,7/31/15,1,3.69,USD,United States,,,9781620154601,,,,,16.95,,3.69,3.69,Blue Midnight,"Thompson, Tess",Booktrope Editions
LSI,7/1/15,7/31/15,1,3.25,USD,United States,,,9781620154618,,,,,16.95,,3.25,3.25,The Paragraph Ranch,"Ellington, Kay",Booktrope Editions
LSI,7/1/15,7/31/15,-2,-18.36,USD,United States,,,9781620154625,,,,,15.95,,9.18,-18.36,The Music Book,"O'Leary, Dave",Booktrope Editions
LSI,7/1/15,7/31/15,-8,-69.84,USD,United States,,,9781620154632,,,,,14.95,,8.73,-69.84,When Fully Fused,"Ryan, Shari J.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154649,,,,,13.95,,0,0,Dangled Carat,"Grossman, Hilary",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154762,,,,,11.95,,0,0,The Heart of Leadership,"Wood, John Thomas",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154793,,,,,13.95,,0,0,If I Say No,"Jellum, Brandy",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154809,,,,,15.95,,0,0,Vacation,"Miller, JC",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154830,,,,,12.95,,0,0,Paper Souls,"Burke, Allie",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,Germany,,,9781620154830,,,,,12.95,,0,0,Paper Souls,"Burke, Allie",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620154847,,,,,13.95,,0,0,The Position,"Salvatore, Dahlia",Booktrope Entice
LSI,7/1/15,7/31/15,1,2.82,USD,United States,,,9781620154854,,,,,15.95,,2.82,2.82,My Fair Lily,"Platt, Meara",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620155004,,,,,16.99,,0,0,Waiting,"Dodge, Bonnie",Booktrope Editions
LSI,7/1/15,7/31/15,1,2.86,USD,Germany,,,9781620155011,,,,,13.95,,2.86,2.86,The Heiress of Santorini,"Sefer, Angel",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620155011,,,,,13.95,,0,0,The Heiress of Santorini,"Sefer, Angel",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620155028,,,,,14.95,,0,0,Our Second Chance,"Taylor, C. D.",Booktrope Entice
LSI,7/1/15,7/31/15,1,2.66,USD,United States,,,9781620155042,,,,,11.95,,2.66,2.66,The Fourth Lion,"Ayers, Jeff",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620155059,,,,,16.95,,0,0,Ruby's Letters,"Van Well, Maggie",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620155080,,,,,18.95,,0,0,First of Spring,"Jordan, Kelsey",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620155103,,,,,14.95,,0,0,Arielle Immortal Fury,"Roberts, Lilian",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620155110,,,,,15.95,,0,0,Spring Shadows,"Gracen, Jennifer",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620155127,,,,,14.95,,0,0,Saving Jason,"Hanagan, E.J.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620155318,,,,,14.95,,0,0,Crazy Little Thing Called Matchmaking,"Van Well, Maggie",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620155332,,,,,16.95,,0,0,TAG,"Ryan, Shari J.",Booktrope Editions
LSI,7/1/15,7/31/15,0,0,USD,United States,,,9781620155363,,,,,16.95,,0,0,All The Pretty Bones,"Thompson, Camela",Booktrope Editions
