Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (use),Unit revenue,Revenue [USD],Title,Author,Sale Date
CreateSpace,6/1/15,6/30/15,1,5.44,USD,United States,,,9781620158470,,1620158477,,,13.95,,,5.44,The Adderall Empire: A Life With ADHD and the Millennials' Drug of Choice,,6/2/15
CreateSpace,6/1/15,6/30/15,1,5.44,USD,United States,,,9781620158470,,1620158477,,,13.95,,,5.44,The Adderall Empire: A Life With ADHD and the Millennials' Drug of Choice,,6/2/15
CreateSpace,6/1/15,6/30/15,1,5.7,USD,United States,,,9781620154410,,1620154412,,,14.95,,,5.7,My Fluorescent God,,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.44,USD,United States,,,9781620155004,,1620155001,,,16.99,,,6.44,Waiting,,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.73,USD,United States,,,9781935961468,,1935961462,,,16.95,,,6.73,"Pick Up the Damn Phone! How People, Not Technology, Seal the Deal",,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.73,USD,United States,,,9781935961468,,1935961462,,,16.95,,,6.73,"Pick Up the Damn Phone! How People, Not Technology, Seal the Deal",,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.73,USD,United States,,,9781935961468,,1935961462,,,16.95,,,6.73,"Pick Up the Damn Phone! How People, Not Technology, Seal the Deal",,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.73,USD,United States,,,9781935961468,,1935961462,,,16.95,,,6.73,"Pick Up the Damn Phone! How People, Not Technology, Seal the Deal",,6/2/15
CreateSpace,6/1/15,6/30/15,1,1.74,USD,United States,,,9781935961956,,1935961950,,,8.99,,,1.74,Princesses Can Be Pirates Too!,,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.73,USD,United States,,,9781935961468,,1935961462,,,16.95,,,6.73,"Pick Up the Damn Phone! How People, Not Technology, Seal the Deal",,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.73,USD,United States,,,9781935961468,,1935961462,,,16.95,,,6.73,"Pick Up the Damn Phone! How People, Not Technology, Seal the Deal",,6/2/15
CreateSpace,6/1/15,6/30/15,1,8.48,USD,United States,,,9780984178629,,984178627,,,18.95,,,8.48,Invisible Ink,,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.73,USD,United States,,,9781935961468,,1935961462,,,16.95,,,6.73,"Pick Up the Damn Phone! How People, Not Technology, Seal the Deal",,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.73,USD,United States,,,9781935961468,,1935961462,,,16.95,,,6.73,"Pick Up the Damn Phone! How People, Not Technology, Seal the Deal",,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620158111,,1620158116,,,16.95,,,6.56,Stigma Fighters Anthology,,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.73,USD,United States,,,9781935961468,,1935961462,,,16.95,,,6.73,"Pick Up the Damn Phone! How People, Not Technology, Seal the Deal",,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620158111,,1620158116,,,16.95,,,6.56,Stigma Fighters Anthology,,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.01,USD,United States,,,9781935961987,,1935961985,,,16.95,,,6.01,Suitcase Filled with Nails: Lessons Learned from Teaching Art in Kuwait,,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620158111,,1620158116,,,16.95,,,6.56,Stigma Fighters Anthology,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620158883,,1620158884,,,11.95,,,4.74,Kindness Wins,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620158883,,1620158884,,,11.95,,,4.74,Kindness Wins,,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.73,USD,United States,,,9781935961468,,1935961462,,,16.95,,,6.73,"Pick Up the Damn Phone! How People, Not Technology, Seal the Deal",,6/2/15
CreateSpace,6/1/15,6/30/15,1,5.17,USD,United States,,,9781620151679,,1620151677,,,15.95,,,5.17,The Old Cape House,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620158883,,1620158884,,,11.95,,,4.74,Kindness Wins,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.86,USD,United States,,,9781620159460,,1620159465,,,12.95,,,4.86,Fearless in Euroclydon,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.86,USD,United States,,,9781620159460,,1620159465,,,12.95,,,4.86,Fearless in Euroclydon,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620158883,,1620158884,,,11.95,,,4.74,Kindness Wins,,6/2/15
CreateSpace,6/1/15,6/30/15,1,5.84,USD,United States,,,9781620155905,,1620155907,,,15.95,,,5.84,The Old Cape Teapot,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.86,USD,United States,,,9781620159460,,1620159465,,,12.95,,,4.86,Fearless in Euroclydon,,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620158111,,1620158116,,,16.95,,,6.56,Stigma Fighters Anthology,,6/2/15
CreateSpace,6/1/15,6/30/15,1,10.55,USD,United States,,,9781935961918,,1935961918,,,22.95,,,10.55,The Art of Grant Writing,,6/2/15
CreateSpace,6/1/15,6/30/15,1,5.65,USD,United States,,,9781620159415,,1620159414,,,16.95,,,5.65,Rules for Reforming a Rake,,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.13,USD,United States,,,9781620154618,,1620154617,,,16.95,,,6.13,The Paragraph Ranch,,6/2/15
CreateSpace,6/1/15,6/30/15,1,7.31,USD,United States,,,9781620155837,,1620155834,,,22.95,,,7.31,The Shadow Soul,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.86,USD,United States,,,9781620159460,,1620159465,,,12.95,,,4.86,Fearless in Euroclydon,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.86,USD,United States,,,9781620159460,,1620159465,,,12.95,,,4.86,Fearless in Euroclydon,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.86,USD,United States,,,9781620159460,,1620159465,,,12.95,,,4.86,Fearless in Euroclydon,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.86,USD,United States,,,9781620159460,,1620159465,,,12.95,,,4.86,Fearless in Euroclydon,,6/2/15
CreateSpace,6/1/15,6/30/15,1,1.74,USD,United States,,,9781935961956,,1935961950,,,8.99,,,1.74,Princesses Can Be Pirates Too!,,6/2/15
CreateSpace,6/1/15,6/30/15,1,5.32,USD,United States,,,9781620151488,,1620151480,,,14.95,,,5.32,Timothy: A Little Fish with a Big Purpose!,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620158883,,1620158884,,,11.95,,,4.74,Kindness Wins,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620158883,,1620158884,,,11.95,,,4.74,Kindness Wins,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620158883,,1620158884,,,11.95,,,4.74,Kindness Wins,,6/2/15
CreateSpace,6/1/15,6/30/15,1,5.84,USD,United States,,,9781620155905,,1620155907,,,15.95,,,5.84,The Old Cape Teapot,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620158883,,1620158884,,,11.95,,,4.74,Kindness Wins,,6/2/15
CreateSpace,6/1/15,6/30/15,1,5.17,USD,United States,,,9781620151679,,1620151677,,,15.95,,,5.17,The Old Cape House,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.67,USD,United States,,,9781620158050,,1620158051,,,12.95,,,4.67,The Choice,,6/2/15
CreateSpace,6/1/15,6/30/15,1,5.22,USD,United States,,,9781620151570,,162015157X,,,14.95,,,5.22,Blogger Girl,,6/2/15
CreateSpace,6/1/15,6/30/15,1,4.12,USD,United States,,,9781620151860,,1620151863,,,12.95,,,4.12,Zips Goes Wandering,,6/2/15
CreateSpace,6/1/15,6/30/15,1,5.65,USD,United States,,,9781935961260,,1935961268,,,14.95,,,5.65,The Essential Stay-at-Home Mom Manual,,6/2/15
CreateSpace,6/1/15,6/30/15,1,5.48,USD,United States,,,9780984178674,,984178678,,,12.95,,,5.48,The Golden Theme,,6/2/15
CreateSpace,6/1/15,6/30/15,1,6.42,USD,United States,,,9781620153529,,1620153521,,,16.95,,,6.42,Unfinished Business,,6/3/15
CreateSpace,6/1/15,6/30/15,1,5.24,USD,United States,,,9781620154649,,1620154641,,,13.95,,,5.24,Dangled Carat,,6/3/15
CreateSpace,6/1/15,6/30/15,1,4.67,USD,United States,,,9781620158050,,1620158051,,,12.95,,,4.67,The Choice,,6/3/15
CreateSpace,6/1/15,6/30/15,1,8.48,USD,United States,,,9780984178629,,984178627,,,18.95,,,8.48,Invisible Ink,,6/3/15
CreateSpace,6/1/15,6/30/15,1,5.29,USD,United States,,,9781620157596,,1620157594,,,14.95,,,5.29,Catching Tatum,,6/3/15
CreateSpace,6/1/15,6/30/15,1,3.68,USD,United States,,,9781620153437,,1620153432,,,9.99,,,3.68,Letters to Mommy,,6/3/15
CreateSpace,6/1/15,6/30/15,1,6.42,USD,United States,,,9781620153529,,1620153521,,,16.95,,,6.42,Unfinished Business,,6/3/15
CreateSpace,6/1/15,6/30/15,1,5.68,USD,United States,,,9781935961291,,1935961292,,,15.95,,,5.68,Memoirs Aren't Fairytales: A Story of Addiction,,6/3/15
CreateSpace,6/1/15,6/30/15,1,3.88,USD,United States,,,9781620157145,,1620157144,,,13.95,,,3.88,Three-Year-Olds Are A**holes,,6/3/15
CreateSpace,6/1/15,6/30/15,1,6.54,USD,United States,,,9781620156957,,1620156954,,,18.95,,,6.54,Mission Veritas,,6/3/15
CreateSpace,6/1/15,6/30/15,1,6.54,USD,United States,,,9781620156957,,1620156954,,,18.95,,,6.54,Mission Veritas,,6/3/15
CreateSpace,6/1/15,6/30/15,1,6.13,USD,United States,,,9781620154618,,1620154617,,,16.95,,,6.13,The Paragraph Ranch,,6/3/15
CreateSpace,6/1/15,6/30/15,1,4.98,USD,United States,,,9781620157602,,1620157608,,,13.95,,,4.98,Fall of Knight,,6/3/15
CreateSpace,6/1/15,6/30/15,1,5.48,USD,United States,,,9780984178674,,984178678,,,12.95,,,5.48,The Golden Theme,,6/4/15
CreateSpace,6/1/15,6/30/15,1,1.74,USD,United States,,,9781935961956,,1935961950,,,8.99,,,1.74,Princesses Can Be Pirates Too!,,6/4/15
CreateSpace,6/1/15,6/30/15,1,4.86,USD,United States,,,9781620159460,,1620159465,,,12.95,,,4.86,Fearless in Euroclydon,,6/4/15
CreateSpace,6/1/15,6/30/15,1,6.37,USD,United States,,,9781620154267,,1620154269,,,20.95,,,6.37,Zeus Is Dead: A Monstrously Inconvenient Adventure,,6/4/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620158883,,1620158884,,,11.95,,,4.74,Kindness Wins,,6/4/15
CreateSpace,6/1/15,6/30/15,1,3.88,USD,United States,,,9781620157145,,1620157144,,,13.95,,,3.88,Three-Year-Olds Are A**holes,,6/4/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620158111,,1620158116,,,16.95,,,6.56,Stigma Fighters Anthology,,6/4/15
CreateSpace,6/1/15,6/30/15,1,5.86,USD,United States,,,9781620158982,,1620158981,,,14.99,,,5.86,Lone Survivor,,6/4/15
CreateSpace,6/1/15,6/30/15,1,5.22,USD,United States,,,9781620157275,,1620157276,,,13.95,,,5.22,Swings,,6/4/15
CreateSpace,6/1/15,6/30/15,1,6.04,USD,United States,,,9781620159545,,1620159546,,,16.95,,,6.04,Downcast,,6/4/15
CreateSpace,6/1/15,6/30/15,1,5.86,USD,United States,,,9781620158982,,1620158981,,,14.99,,,5.86,Lone Survivor,,6/4/15
CreateSpace,6/1/15,6/30/15,1,6.37,USD,United States,,,9781620154267,,1620154269,,,20.95,,,6.37,Zeus Is Dead: A Monstrously Inconvenient Adventure,,6/4/15
CreateSpace,6/1/15,6/30/15,1,5.68,USD,United States,,,9781935961291,,1935961292,,,15.95,,,5.68,Memoirs Aren't Fairytales: A Story of Addiction,,6/4/15
CreateSpace,6/1/15,6/30/15,1,4.48,USD,United States,,,9781620152157,,1620152150,,,11.95,,,4.48,Spellbound in His Arms,,6/4/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620157152,,1620157152,,,13.95,,,4.74,Red Tide,,6/4/15
CreateSpace,6/1/15,6/30/15,1,5.51,USD,United States,,,9781620156704,,1620156709,,,15.95,,,5.51,The Duke I'm Going to Marry,,6/4/15
CreateSpace,6/1/15,6/30/15,1,10.55,USD,United States,,,9781935961918,,1935961918,,,22.95,,,10.55,The Art of Grant Writing,,6/4/15
CreateSpace,6/1/15,6/30/15,1,4.76,USD,United States,,,9781620158746,,1620158744,,,13.95,,,4.76,Shades of Blue,,6/4/15
CreateSpace,6/1/15,6/30/15,1,5.56,USD,United States,,,9781620154854,,1620154854,,,15.95,,,5.56,My Fair Lily,,6/4/15
CreateSpace,6/1/15,6/30/15,1,6.37,USD,United States,,,9781620154267,,1620154269,,,20.95,,,6.37,Zeus Is Dead: A Monstrously Inconvenient Adventure,,6/4/15
CreateSpace,6/1/15,6/30/15,1,5.65,USD,United States,,,9781620159415,,1620159414,,,16.95,,,5.65,Rules for Reforming a Rake,,6/4/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620158111,,1620158116,,,16.95,,,6.56,Stigma Fighters Anthology,,6/4/15
CreateSpace,6/1/15,6/30/15,1,4.76,USD,United States,,,9781620158746,,1620158744,,,13.95,,,4.76,Shades of Blue,,6/4/15
CreateSpace,6/1/15,6/30/15,1,6.37,USD,United States,,,9781620154267,,1620154269,,,20.95,,,6.37,Zeus Is Dead: A Monstrously Inconvenient Adventure,,6/5/15
CreateSpace,6/1/15,6/30/15,1,6.08,USD,United States,,,9781620154007,,1620154005,,,16.95,,,6.08,A Decent Woman,,6/5/15
CreateSpace,6/1/15,6/30/15,1,5.17,USD,United States,,,9781620155844,,1620155842,,,14.95,,,5.17,Bloodletting,,6/5/15
CreateSpace,6/1/15,6/30/15,1,5.96,USD,United States,,,9781620151419,,1620151413,,,16.95,,,5.96,Seducer Fey,,6/5/15
CreateSpace,6/1/15,6/30/15,1,1.74,USD,United States,,,9781935961956,,1935961950,,,8.99,,,1.74,Princesses Can Be Pirates Too!,,6/5/15
CreateSpace,6/1/15,6/30/15,1,5.7,USD,United States,,,9781620159453,,1620159457,,,15.95,,,5.7,The Broken Half,,6/5/15
CreateSpace,6/1/15,6/30/15,1,4.86,USD,United States,,,9781620159460,,1620159465,,,12.95,,,4.86,Fearless in Euroclydon,,6/5/15
CreateSpace,6/1/15,6/30/15,1,3.84,USD,United States,,,9781620151815,,1620151812,,,9.99,,,3.84,Bending Time,,6/5/15
CreateSpace,6/1/15,6/30/15,1,5.7,USD,United States,,,9781620159453,,1620159457,,,15.95,,,5.7,The Broken Half,,6/5/15
CreateSpace,6/1/15,6/30/15,1,3.56,USD,United States,,,9781620157213,,1620157217,,,10.99,,,3.56,"The Adventures of Emery Jones, Boy Science Wonder: The Hard Problem",,6/5/15
CreateSpace,6/1/15,6/30/15,1,6.2,USD,United States,,,9781620153499,,1620153491,,,16.95,,,6.2,Biking Uphill,,6/5/15
CreateSpace,6/1/15,6/30/15,1,5.44,USD,United States,,,9781620158890,,1620158892,,,15.95,,,5.44,Sandcastle and Other Stories - The Complete Edition,,6/5/15
CreateSpace,6/1/15,6/30/15,1,4.55,USD,United States,,,9781935961970,,1935961977,,,11.95,,,4.55,The Romance of Grace,,6/5/15
CreateSpace,6/1/15,6/30/15,1,5.48,USD,United States,,,9780984178674,,984178678,,,12.95,,,5.48,The Golden Theme,,6/5/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620158111,,1620158116,,,16.95,,,6.56,Stigma Fighters Anthology,,6/5/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620158883,,1620158884,,,11.95,,,4.74,Kindness Wins,,6/5/15
CreateSpace,6/1/15,6/30/15,1,5,USD,United States,,,9781620154595,,1620154595,,,13.95,,,5,Grace in Community: Real Life Grace from the Book of 1 John,,6/5/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620158883,,1620158884,,,11.95,,,4.74,Kindness Wins,,6/5/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620158111,,1620158116,,,16.95,,,6.56,Stigma Fighters Anthology,,6/5/15
CreateSpace,6/1/15,6/30/15,1,1.74,USD,United States,,,9781935961956,,1935961950,,,8.99,,,1.74,Princesses Can Be Pirates Too!,,6/5/15
CreateSpace,6/1/15,6/30/15,1,5.77,USD,United States,,,9781935961833,,1935961837,,,15.95,,,5.77,Memoirs Aren't Fairytales (Young Adult Edition),,6/5/15
CreateSpace,6/1/15,6/30/15,1,5.29,USD,United States,,,9781620152171,,1620152177,,,14.95,,,5.29,The Duel for Consuelo,,6/5/15
CreateSpace,6/1/15,6/30/15,1,5.44,USD,United States,,,9781620156896,,162015689X,,,12.95,,,5.44,Broken Places,,6/5/15
CreateSpace,6/1/15,6/30/15,1,3.64,USD,United States,,,9781935961185,,1935961187,,,11.95,,,3.64,Let the Dogs Speak!,,6/5/15
CreateSpace,6/1/15,6/30/15,1,3.64,USD,United States,,,9781935961185,,1935961187,,,11.95,,,3.64,Let the Dogs Speak!,,6/5/15
CreateSpace,6/1/15,6/30/15,1,3.64,USD,United States,,,9781935961185,,1935961187,,,11.95,,,3.64,Let the Dogs Speak!,,6/5/15
CreateSpace,6/1/15,6/30/15,1,4.42,USD,United States,,,9781620151600,,162015160X,,,10.95,,,4.42,Broken Pieces,,6/5/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620154373,,1620154374,,,16.95,,,6.56,The Gatekeeper's Forbidden Secret,,6/5/15
CreateSpace,6/1/15,6/30/15,1,6.73,USD,United States,,,9781935961468,,1935961462,,,16.95,,,6.73,"Pick Up the Damn Phone! How People, Not Technology, Seal the Deal",,6/6/15
CreateSpace,6/1/15,6/30/15,1,4.86,USD,United States,,,9781620159460,,1620159465,,,12.95,,,4.86,Fearless in Euroclydon,,6/6/15
CreateSpace,6/1/15,6/30/15,1,4.74,USD,United States,,,9781620157152,,1620157152,,,13.95,,,4.74,Red Tide,,6/6/15
CreateSpace,6/1/15,6/30/15,1,6.95,USD,United States,,,9781620157183,,1620157187,,,19.95,,,6.95,Duet for Three Hands,,6/6/15
CreateSpace,6/1/15,6/30/15,1,6.08,USD,United States,,,9781620152126,,1620152126,,,19.95,,,6.08,Exodus 2022,,6/6/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620158111,,1620158116,,,16.95,,,6.56,Stigma Fighters Anthology,,6/6/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620158111,,1620158116,,,16.95,,,6.56,Stigma Fighters Anthology,,6/6/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620158111,,1620158116,,,16.95,,,6.56,Stigma Fighters Anthology,,6/6/15
CreateSpace,6/1/15,6/30/15,1,6.56,USD,United States,,,9781620158111,,1620158116,,,16.95,,,6.56,Stigma Fighters Anthology,,6/6/15
CreateSpace,6/1/15,6/30/15,1,6.08,USD,United States,,,9781620154007,,1620154005,,,16.95,,,6.08,A Decent Woman,,6/6/15
CreateSpace,6/1/15,6/30/15,1,6.95,USD,United States,,,9781620157183,,1620157187,,,19.95,,,6.95,Duet for Three Hands,,6/6/15
CreateSpace,6/1/15,6/30/15,1,5.68,USD,United States,,,9781935961291,,1935961292,,,15.95,,,5.68,Memoirs Aren't Fairytales: A Story of Addiction,,6/6/15
CreateSpace,6/1/15,6/30/15,1,5.51,USD,United States,,,9781620156704,,1620156709,,,15.95,,,5.51,The Duke I'm Going to Marry,,6/6/15
CreateSpace,6/1/15,6/30/15,1,5.51,USD,United States,,,9781620156704,,1620156709,,,15.95,,,5.51,The Duke I'm Going to Marry,,6/6/15
CreateSpace,6/1/15,6/30/15,1,3.82,USD,United States,,,9781620158739,,1620158736,,,9.95,,,3.82,Mothering Through Bipolar,,6/6/15
CreateSpace,6/1/15,6/30/15,1,6.42,USD,United States,,,9781620153529,,1620153521,,,16.95,,,6.42,Unfinished Business,,6/6/15
CreateSpace,6/1/15,6/30/15,1,6.95,USD,United States,,,9781620157183,,1620157187,,,19.95,,,6.95,Duet for Three Hands,,6/6/15
CreateSpace,6/1/15,6/30/15,1,8.48,USD,United States,,,9780984178629,,984178627,,,18.95,,,8.48,Invisible Ink,,6/6/15
CreateSpace,6/1/15,6/30/15,1,5.03,USD,United States,,,9781620157657,,1620157659,,,13.95,,,5.03,Collide,,6/6/15
CreateSpace,6/1/15,6/30/15,1,5.53,USD,United States,,,9781935961727,,1935961721,,,14.95,,,5.53,Next Year I'll Be Perfect,,6/6/15
CreateSpace,6/1/15,6/30/15,1,5.65,USD,United States,,,9781620159415,,1620159414,,,16.95,,,5.65,Rules for Reforming a Rake,,6/6/15
CreateSpace,6/1/15,6/30/15,1,8.48,USD,United States,,,9780984178629,,984178627,,,18.95,,,8.48,Invisible Ink,,6/7/15
