Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (use),Unit revenue,Revenue [USD],Title,Author,Imprint
iTunes,5/1/15,5/31/15,1,2.8,USD,US,,9781620156834,,961839095,,,,3.99,,,2.8,Summer Champagne,Jennifer Gracen,
iTunes,5/1/15,5/31/15,1,2.1,USD,US,,9781620150665,,579110075,,,,2.99,,,2.1,Running in Darkness,James Daly,
iTunes,5/1/15,5/31/15,1,0.7,USD,US,,9781620156087,,947175435,,,,0.99,,,0.7,How Do You Know?,Meredith Schorr,
iTunes,5/1/15,5/31/15,1,2.1,USD,US,,9781620156438,,971220601,,,,2.99,,,2.1,That's a Lie,Victoria Klahr,
iTunes,5/1/15,5/31/15,1,2.1,USD,US,,9781620156834,,961839095,,,,2.99,,,2.1,Summer Champagne,Jennifer Gracen,
iTunes,5/1/15,5/31/15,1,3.5,USD,US,,9781620158654,,989501841,,,,4.99,,,3.5,Designing Samantha's Love,PJ Fiala,
iTunes,5/1/15,5/31/15,1,5.6,USD,US,,9781620150795,,582311219,,,,7.99,,,5.6,Ink Spots,Brian McDonald,
iTunes,5/1/15,5/31/15,1,2.1,USD,US,,9781620150757,,549719602,,,,2.99,,,2.1,"Run, River Currents",Ginger Marcinkowski,
iTunes,5/1/15,5/31/15,15,42,USD,US,,9781620156711,,963252857,,,,3.99,,,42,The Duke I‰Ûªm Going to Marry,Meara Platt,
iTunes,5/1/15,5/31/15,1,3.5,USD,US,,9781620150726,,593031516,,,,4.99,,,3.5,Princesses Can Be Pirates Too!,"Christi Zellerhoff,Amy Davis",
iTunes,5/1/15,5/31/15,2,7,USD,US,,9781620150054,,665100611,,,,4.99,,,7,The Golden Theme,Brian McDonald,
iTunes,5/1/15,5/31/15,2,5.6,USD,US,,9781620150689,,549635648,,,,3.99,,,5.6,Scars from a Memoir,Marni Mann,
iTunes,5/1/15,5/31/15,6,12.6,USD,US,,9781620150382,,481266197,,,,2.99,,,12.6,Ties that Bind,Heather Huffman,
iTunes,5/1/15,5/31/15,4,5.6,USD,US,,9781620159804,,994369352,,,,1.99,,,5.6,Unblocked - Episode Three,Marni Mann,
iTunes,5/1/15,5/31/15,5,24.5,USD,US,,9781620153093,,904181911,,,,6.99,,,24.5,Harm None,Will North,
iTunes,5/1/15,5/31/15,1,2.1,USD,US,,9781935961109,,454340046,,,,2.99,,,2.1,Giver of Gifts,Terry Persun,
iTunes,5/1/15,5/31/15,70,49,USD,US,,9781620154212,,885177180,,,,0.99,,,49,The Lycan Hunter,Kelsey Jordan,
iTunes,5/1/15,5/31/15,2,5.6,USD,US,,9781620157817,,979437989,,,,3.99,,,5.6,Fall of Knight,Steven Cross,
iTunes,5/1/15,5/31/15,5,10.5,USD,US,,9781935961147,,440610146,,,,2.99,,,10.5,Riversong,Tess Thompson,
iTunes,5/1/15,5/31/15,3,8.4,USD,US,,9781620154502,,894710113,,,,3.99,,,8.4,Winter Hopes,Jennifer Gracen,
iTunes,5/1/15,5/31/15,1,2.8,USD,US,,9781620158159,,991484268,,,,3.99,,,2.8,Stolen Innocence,S.M. Stryker,
iTunes,5/1/15,5/31/15,1,2.8,USD,US,,9781620158623,,992693676,,,,3.99,,,2.8,The Reaper's Daughter,K.M. Randall,
iTunes,5/1/15,5/31/15,3,8.4,USD,US,,9781620159194,,980691384,,,,3.99,,,8.4,Kindness Wins,Galit Breen,
iTunes,5/1/15,5/31/15,3,6.3,USD,US,,9781620157848,,976847181,,,,2.99,,,6.3,Rock Star's Girl,Jennifer Farwell,
iTunes,5/1/15,5/31/15,2,8.4,USD,US,,9781620152652,,794142892,,,,5.99,,,8.4,Seasons' End,Will North,
iTunes,5/1/15,5/31/15,1,2.1,USD,US,,9781620152546,,709567734,,,,2.99,,,2.1,Just Friends With Benefits,Meredith Schorr,
iTunes,5/1/15,5/31/15,1,2.8,USD,US,,9781620154106,,969740617,,,,3.99,,,2.8,A Decent Woman,Eleanor Parker Sapia,
iTunes,5/1/15,5/31/15,2,7,USD,US,,9781620150580,,811613539,,,,4.99,,,7,The Girls: Sappho Goes to Hollywood,Diana McLellan,
iTunes,5/1/15,5/31/15,6,12.6,USD,US,,9781620154700,,894711760,,,,2.99,,,12.6,Blue Midnight,Tess Thompson,
iTunes,5/1/15,5/31/15,1,7,USD,US,,9781620150504,,729758943,,,,9.99,,,7,Pick up the Damn Phone!,Joanne Black,
iTunes,5/1/15,5/31/15,5,14,USD,US,,9781620152386,,646742987,,,,3.99,,,14,Riverbend,Tess Thompson,
iTunes,5/1/15,5/31/15,1,2.8,USD,US,,9781620157923,,992002124,,,,3.99,,,2.8,Underwater Secrets,EJ Hanagan,
iTunes,5/1/15,5/31/15,1,0.7,USD,US,,9781620156810,,955026953,,,,0.99,,,0.7,The Guide,Kenneth G. Bennett,
iTunes,5/1/15,5/31/15,1,1.4,USD,US,,9781620159040,,988668022,,,,1.99,,,1.4,Mothering Through Bipolar,Rebecca Moore,
iTunes,5/1/15,5/31/15,60,42,USD,US,,9781620156834,,961839095,,,,0.99,,,42,Summer Champagne,Jennifer Gracen,
iTunes,5/1/15,5/31/15,1,3.5,USD,US,,9781620150801,,573681947,,,,4.99,,,3.5,The Dead Boy's Legacy,Cassius Shuman,
iTunes,5/1/15,5/31/15,3,6.3,USD,US,,9781620157329,,972960554,,,,2.99,,,6.3,The Daring Assignment,Victoria Bright,
iTunes,5/1/15,5/31/15,53,37.1,USD,US,,9781620154229,,958795431,,,,0.99,,,37.1,The Frailty of Things,Tamsen Schultz,
iTunes,5/1/15,5/31/15,4,11.2,USD,US,,9781620152423,,691556724,,,,3.99,,,11.2,Riverstar,Tess Thompson,
iTunes,5/1/15,5/31/15,4,11.2,USD,US,,9781620154243,,887560589,,,,3.99,,,11.2,Last Impressions,AJ Aalto,
iTunes,5/1/15,5/31/15,395,276.5,USD,US,,9781620153093,,904181911,,,,0.99,,,276.5,Harm None,Will North,
iTunes,5/1/15,5/31/15,1,2.8,USD,US,,9781620159712,,991483836,,,,3.99,,,2.8,The Broken Road,Melissa Huie,
iTunes,5/1/15,5/31/15,1,2.8,USD,US,,9781620157862,,994422544,,,,3.99,,,2.8,Collide,J.C. Hannigan,
iTunes,5/1/15,5/31/15,9,31.5,USD,US,,9781620157404,,968068713,,,,4.99,,,31.5,Duet for Three Hands,Tess Thompson,
iTunes,5/1/15,5/31/15,6,12.6,USD,US,,9781620150313,,480519951,,,,2.99,,,12.6,Suddenly a Spy,Heather Huffman,
iTunes,5/1/15,5/31/15,1,3.5,USD,US,,9781620150771,,939981358,,,,4.99,,,3.5,American Goulash,Stephanie Yuhas,
iTunes,5/1/15,5/31/15,2,7,USD,US,,9781620157053,,964404454,,,,4.99,,,7,Uncharted Territory,Carolyn Ridder Aspenson,
iTunes,5/1/15,5/31/15,2,5.6,USD,US,,9781620154212,,885177180,,,,3.99,,,5.6,The Lycan Hunter,Kelsey Jordan,
iTunes,5/1/15,5/31/15,3,9.54,AUD,AU,,9781620156711,,963252857,,,,4.99,,,7.2854118,The Duke I‰Ûªm Going to Marry,Meara Platt,
iTunes,5/1/15,5/31/15,1,2.54,AUD,AU,,9781620159736,,990484580,,,,3.99,,,1.9397218,Walk on the Wild Side,Suzie Jay,
iTunes,5/1/15,5/31/15,3,7.62,AUD,AU,,9781620157848,,976847181,,,,3.99,,,5.8191654,Rock Star's Girl,Jennifer Farwell,
iTunes,5/1/15,5/31/15,1,3.18,AUD,AU,,9781620159194,,980691384,,,,4.99,,,2.4284706,Kindness Wins,Galit Breen,
iTunes,5/1/15,5/31/15,3,9.54,AUD,AU,,9781620152690,,719581050,,,,4.99,,,7.2854118,The Dark Light of Day,T.M. Frazier,
iTunes,5/1/15,5/31/15,2,6.36,AUD,AU,,9781620155158,,930738587,,,,4.99,,,4.8569412,My Fair Lily,Meara Platt,
iTunes,5/1/15,5/31/15,1,5.08,AUD,AU,,9781620153628,,845684827,,,,7.99,,,3.8794436,Memoirs Collection,Marni Mann,
iTunes,5/1/15,5/31/15,1,0.63,AUD,AU,,9781620154212,,885177180,,,,0.99,,,0.4811121,The Lycan Hunter,Kelsey Jordan,
iTunes,5/1/15,5/31/15,1,2.54,AUD,AU,,9781620156438,,971220601,,,,3.99,,,1.9397218,That's a Lie,Victoria Klahr,
iTunes,5/1/15,5/31/15,3,11.43,AUD,AU,,9781620159712,,991483836,,,,5.99,,,8.7287481,The Broken Road,Melissa Huie,
iTunes,5/1/15,5/31/15,1,2.54,AUD,AU,,9781620157329,,972960554,,,,3.99,,,1.9397218,The Daring Assignment,Victoria Bright,
iTunes,5/1/15,5/31/15,1,3.81,AUD,AU,,9781620158258,,992289838,,,,5.99,,,2.9095827,Frozen Dreams,Cori Williams,
iTunes,5/1/15,5/31/15,1,3.18,AUD,AU,,9781620155981,,945811863,,,,4.99,,,2.4284706,Dead Girl Walking,Ruth Silver,
iTunes,5/1/15,5/31/15,3,11.43,AUD,AU,,9781620157367,,983129457,,,,5.99,,,8.7287481,Three-Year-Olds Are A**holes,Sarah Fader,
iTunes,5/1/15,5/31/15,2,5.08,AUD,AU,,9781620159880,,997638974,,,,3.99,,,3.8794436,Black Horse,Addison Kline,
iTunes,5/1/15,5/31/15,2,7.62,AUD,AU,,9781620153406,,997651982,,,,5.99,,,5.8191654,Rules for Reforming a Rake,Meara Platt,
iTunes,5/1/15,5/31/15,7,4.41,AUD,AU,,9781620153093,,904181911,,,,0.99,,,3.3677847,Harm None,Will North,
iTunes,5/1/15,5/31/15,1,3.81,AUD,AU,,9781620158661,,990676605,,,,5.99,,,2.9095827,Unexpected Chances,A.M. Willard,
iTunes,5/1/15,5/31/15,1,0.63,AUD,AU,,9781620157732,,974190092,,,,0.99,,,0.4811121,Rachel's Folly,Monica Bruno,
iTunes,5/1/15,5/31/15,11,7.7,CAD,CA,,9781620153093,,904181911,,,,0.99,,,6.182253,Harm None,Will North,
iTunes,5/1/15,5/31/15,2,8.4,CAD,CA,,9781620155165,,914288632,,,,5.99,,,6.744276,Waiting,Bonnie Dodge,
iTunes,5/1/15,5/31/15,1,4.2,CAD,CA,,9781620155769,,949109639,,,,5.99,,,3.372138,Orenda,Ruth Silver,
iTunes,5/1/15,5/31/15,47,32.9,CAD,CA,,9781620155165,,914288632,,,,0.99,,,26.415081,Waiting,Bonnie Dodge,
iTunes,5/1/15,5/31/15,1,2.8,CAD,CA,,9781620157848,,976847181,,,,3.99,,,2.248092,Rock Star's Girl,Jennifer Farwell,
iTunes,5/1/15,5/31/15,1,2.1,CAD,CA,,9781620152546,,709567734,,,,2.99,,,1.686069,Just Friends With Benefits,Meredith Schorr,
iTunes,5/1/15,5/31/15,1,4.2,CAD,CA,,9781620157428,,975443990,,,,5.99,,,3.372138,A Memory in the Black,Michael G. Munz,
iTunes,5/1/15,5/31/15,26,18.2,CAD,CA,,9781620156834,,961839095,,,,0.99,,,14.612598,Summer Champagne,Jennifer Gracen,
iTunes,5/1/15,5/31/15,1,0.7,CAD,CA,,9781620157732,,974190092,,,,0.99,,,0.562023,Rachel's Folly,Monica Bruno,
iTunes,5/1/15,5/31/15,1,2.1,CAD,CA,,9781620154700,,894711760,,,,2.99,,,1.686069,Blue Midnight,Tess Thompson,
iTunes,5/1/15,5/31/15,2,5.6,CAD,CA,,9781620152690,,719581050,,,,3.99,,,4.496184,The Dark Light of Day,T.M. Frazier,
iTunes,5/1/15,5/31/15,1,2.8,CAD,CA,,9781620153406,,997651982,,,,3.99,,,2.248092,Rules for Reforming a Rake,Meara Platt,
iTunes,5/1/15,5/31/15,1,3.5,CAD,CA,,9781620154939,,917482526,,,,4.99,,,2.810115,Paper Souls,Allie Burke,
iTunes,5/1/15,5/31/15,1,3.5,CAD,CA,,9781620155158,,930738587,,,,4.99,,,2.810115,My Fair Lily,Meara Platt,
iTunes,5/1/15,5/31/15,1,2.8,CAD,CA,,9781935961147,,440610146,,,,3.99,,,2.248092,Riversong,Tess Thompson,
iTunes,5/1/15,5/31/15,1,0.7,CAD,CA,,9781620154205,,883434478,,,,0.99,,,0.562023,Deadly Secrets,Angel Sefer,
iTunes,5/1/15,5/31/15,1,6.3,CAD,CA,,9781620153093,,904181911,,,,8.99,,,5.058207,Harm None,Will North,
iTunes,5/1/15,5/31/15,26,18.2,CAD,CA,,9781620154229,,958795431,,,,0.99,,,14.612598,The Frailty of Things,Tamsen Schultz,
iTunes,5/1/15,5/31/15,1,3.5,CAD,CA,,9781620156711,,963252857,,,,4.99,,,2.810115,The Duke IÌ¢‰âÂ‰ã¢m Going to Marry,Meara Platt,
iTunes,5/1/15,5/31/15,3,2.1,CAD,CA,,9781620154212,,885177180,,,,0.99,,,1.686069,The Lycan Hunter,Kelsey Jordan,
iTunes,5/1/15,5/31/15,1,2.8,CAD,CA,,9781620152386,,646742987,,,,3.99,,,2.248092,Riverbend,Tess Thompson,
iTunes,5/1/15,5/31/15,1,0.66,EUR,FR,,9781620150580,,811613539,,,,0.99,,,0.7251948,The Girls: Sappho Goes to Hollywood,Diana McLellan,
iTunes,5/1/15,5/31/15,1,0.29,EUR,DE,,9781620150054,,665100611,,,,0.49,,,0.3186462,The Golden Theme,Brian McDonald,
iTunes,5/1/15,5/31/15,1,0.56,EUR,IE,,9781620152690,,719581050,,,,0.99,,,0.6153168,The Dark Light of Day,T.M. Frazier,
iTunes,5/1/15,5/31/15,1,4.48,NOK,NO,,9781620150580,,811613539,,,,8,,,0.576352,The Girls: Sappho Goes to Hollywood,Diana McLellan,
iTunes,5/1/15,5/31/15,2,10.08,SEK,SE,,9781620152690,,719581050,,,,9,,,1.1807712,The Dark Light of Day,T.M. Frazier,
iTunes,5/1/15,5/31/15,2,1.16,GBP,GB,,9781620154229,,958795431,,,,0.99,,,1.772886,The Frailty of Things,Tamsen Schultz,
iTunes,5/1/15,5/31/15,1,2.04,GBP,GB,,9781620158159,,991484268,,,,3.49,,,3.117834,Stolen Innocence,S.M. Stryker,
iTunes,5/1/15,5/31/15,1,1.45,GBP,GB,,9781620159279,,994810869,,,,2.49,,,2.2161075,Simmering,S.E. Rise,
iTunes,5/1/15,5/31/15,1,0.29,GBP,GB,,9781620156575,,942808622,,,,0.49,,,0.4432215,Ghosts,Heather Huffman,
iTunes,5/1/15,5/31/15,6,3.48,GBP,GB,,9781620156834,,961839095,,,,0.99,,,5.318658,Summer Champagne,Jennifer Gracen,
iTunes,5/1/15,5/31/15,3,4.35,GBP,GB,,9781620152690,,719581050,,,,2.49,,,6.6483225,The Dark Light of Day,T.M. Frazier,
iTunes,5/1/15,5/31/15,1,1.16,GBP,GB,,9781620154557,,930287455,,,,1.99,,,1.772886,Heart of a Rocky,Kelsey Jordan,
iTunes,5/1/15,5/31/15,1,1.74,GBP,GB,,9781620154212,,885177180,,,,2.99,,,2.659329,The Lycan Hunter,Kelsey Jordan,
iTunes,5/1/15,5/31/15,1,0.29,GBP,GB,,9781620159293,,980489152,,,,0.49,,,0.4432215,Sins,Heather Huffman,
iTunes,5/1/15,5/31/15,8,4.64,GBP,GB,,9781620155165,,914288632,,,,0.99,,,7.091544,Waiting,Bonnie Dodge,
iTunes,5/1/15,5/31/15,1,0.87,GBP,GB,,9781620150313,,480519951,,,,1.49,,,1.3296645,Suddenly a Spy,Heather Huffman,
